担当者,アーティスト,曲名（optional）,URL,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル,id,name,artists,genre,popularity,duration_ms,tempo,key,mode,key_confidence,energy,danceability,valence,instrumentalness,acousticness,loudness,segments_count,segments_avg_duration,beats_count,beats_regularity
渡邊,People1,113号室,https://open.spotify.com/intl-ja/track/7BYqyyKhUBhtKG0e8eiiUv?si=a376f1f6529e4908,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング,5OQIvZoUPvfQq02tITKjQZ,水流のロック,['Natsuko Nisshoku'],,46.0,,152.0,11.0,1.0,0.54,0.32,0.48,0.8,0.77,0.95,0.29,70.0,0.39,70.0,0.92
渡邊,People1,ハートブレイク・ダンスミュージック,https://open.spotify.com/intl-ja/track/1HfT1AF5VNwMLDHf6A0Vwi?si=25115d30f9b54f32,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング,52TdLwiXsS9EcJ0r9cdkFn,エピゴウネ,['Natsuko Nisshoku'],,40.0,,136.0,4.0,0.0,0.51,0.34,0.59,0.5,0.77,0.94,0.24,30.0,0.44,30.0,0.86
渡邊,日食なつこ,水流のロック,https://open.spotify.com/intl-ja/track/5OQIvZoUPvfQq02tITKjQZ?si=ce94d18277a34a50,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,メッセージソング,2xNhg9reDgFqsILgsVfhQi,真夏のダイナソー,['Natsuko Nisshoku'],,13.0,,129.2,8.0,0.0,0.51,0.34,0.45,0.47,0.74,0.96,0.18,61.0,0.46,61.0,0.91
渡邊,日食なつこ,エピゴウネ,https://open.spotify.com/intl-ja/track/52TdLwiXsS9EcJ0r9cdkFn?si=8a0381148dc54a18,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,鬱ソング,6ijZLF1xX8IKOpRtGnYuxu,meridian,['Natsuko Nisshoku'],,8.0,,95.7,8.0,0.0,0.46,0.24,0.44,0.33,0.81,0.98,0.38,43.0,0.63,43.0,0.85
渡邊,日食なつこ,真夏のダイナソー,https://open.spotify.com/intl-ja/track/2xNhg9reDgFqsILgsVfhQi?si=e471d2f5c9b84285,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング,0E9OqFSi4qKqfbRyzFqEul,うつろぶね,['Natsuko Nisshoku'],,30.0,,161.5,9.0,1.0,0.48,0.33,0.43,0.8,0.76,0.96,0.28,79.0,0.37,79.0,0.94
渡邊,日食なつこ,meridian,https://open.spotify.com/intl-ja/track/6ijZLF1xX8IKOpRtGnYuxu?si=8c921b3f6cb5465a,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,鬱ソング,7kBXeppBRSa8YVGCg6Uq3k,√-1,['Natsuko Nisshoku'],,37.0,,112.35,4.0,1.0,0.44,0.33,0.44,0.79,0.76,0.95,0.25,52.0,0.53,52.0,0.91
渡邊,日食なつこ,うつろぶね,https://open.spotify.com/intl-ja/track/0E9OqFSi4qKqfbRyzFqEul?si=ae08d58b6e50460d,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,その他,0HJrtC5JYlzvbMCv0QP5eB,ヒューマン,['Natsuko Nisshoku'],,26.0,,103.36,11.0,1.0,0.48,0.28,0.41,0.75,0.76,0.97,0.3,50.0,0.58,50.0,0.87
渡邊,日食なつこ,√-1,https://open.spotify.com/intl-ja/track/7kBXeppBRSa8YVGCg6Uq3k?si=cf2490cf508247fc,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,鬱ソング,72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),"['Clean Bandit', 'Zara Larsson']",dance,82.0,212733.0,123.05,3.0,1.0,0.53,0.31,0.43,0.79,0.77,0.96,0.31,61.0,0.49,61.0,0.92
渡邊,日食なつこ,ヒューマン,https://open.spotify.com/intl-ja/track/0HJrtC5JYlzvbMCv0QP5eB?si=a564ba5a229c49b9,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,メッセージソング,61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),"['Clean Bandit', 'Jess Glynne']",dance,79.0,227833.0,120.19,11.0,1.0,0.58,0.3,0.42,0.79,0.78,0.95,0.34,60.0,0.5,60.0,0.95
渡邊,Clean Bandit,Symphony (feat. Zara Larsson),https://open.spotify.com/intl-ja/track/72gv4zhNvRVdQA0eOenCal?si=05c232d48f3c4ded,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,失恋ソング,2hrUO4drrO63i7FYbCLBl2,Rockabye (feat. Sean Paul & Anne-Marie),"['Anne-Marie', 'Clean Bandit', 'Sean Paul']",dance,81.0,251173.0,136.0,9.0,1.0,0.45,0.35,0.46,0.8,0.74,0.94,0.21,63.0,0.44,63.0,0.93
渡邊,Clean Bandit,Rather Be (feat. Jess Glynne),https://open.spotify.com/intl-ja/track/61dCUoMCg28qEBzrW6htYM?si=1b700ddbcf034551,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング,3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),"['Clean Bandit', 'Demi Lovato']",dance,76.0,222706.0,105.47,1.0,1.0,0.56,0.31,0.45,0.79,0.77,0.95,0.29,48.0,0.57,48.0,0.93
渡邊,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),https://open.spotify.com/intl-ja/track/2hrUO4drrO63i7FYbCLBl2?si=e2cbceba594c4f4b,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,メッセージソング,3qjzdbIB776yoZPsHib9BG,Sesame,['Kroi'],,46.0,,136.0,9.0,1.0,0.57,0.35,0.45,0.8,0.75,0.95,0.21,62.0,0.44,62.0,0.9
渡邊,Clean Bandit,Solo (feat. Demi Lovato),https://open.spotify.com/intl-ja/track/3NuK5xMlSlB6K2Qp16zf3h?si=0e55f2ffbf644428,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,その他,3qjzdbIB776yoZPsHib9BG,Sesame,['Kroi'],,46.0,,136.0,9.0,1.0,0.57,0.35,0.45,0.8,0.75,0.95,0.21,62.0,0.44,62.0,0.9
渡邊,Kroi,Sesame,https://open.spotify.com/intl-ja/track/3qjzdbIB776yoZPsHib9BG?si=ccff18a820b14abd,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,2gjcKUENc1b3CkBEWjSL1E,Hyper,['Kroi'],,45.0,,172.27,9.0,1.0,0.57,0.34,0.45,0.81,0.75,0.95,0.24,83.0,0.35,83.0,0.91
渡邊,Kroi,Balmy Life,https://open.spotify.com/intl-ja/track/3qjzdbIB776yoZPsHib9BG?si=4060b5036e5747b7,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,その他,0s6mBYmLTyuvWQss0wvtAC,熱海,['Kroi'],,43.0,,123.05,1.0,0.0,0.54,0.32,0.56,0.49,0.77,0.96,0.29,19.0,0.49,19.0,0.93
渡邊,Kroi,Hyper,https://open.spotify.com/intl-ja/track/2gjcKUENc1b3CkBEWjSL1E?si=1632d3e9800c42f4,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,パーティーソング,6xQlyfluHpsywky6j6VXDl,Fire Brain,['Kroi'],,41.0,,117.45,8.0,0.0,0.62,0.31,0.42,0.49,0.77,0.95,0.34,58.0,0.51,58.0,0.87
渡邊,Kroi,熱海,https://open.spotify.com/intl-ja/track/0s6mBYmLTyuvWQss0wvtAC?si=f0e700229cd847e6,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング,2fE89gnFiXfg9mexV6aN6L,Juden,['Kroi'],,37.0,,129.2,9.0,1.0,0.54,0.32,0.43,0.79,0.76,0.96,0.31,61.0,0.46,61.0,0.92
渡邊,Kroi,Fire Brain,https://open.spotify.com/intl-ja/track/6xQlyfluHpsywky6j6VXDl?si=e0632cfd360b4534,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他,7Cnpb1vBbC46RgVyyKLH7p,Whiplash,['aespa'],,70.0,,126.05,10.0,1.0,0.58,0.32,0.56,0.8,0.76,0.95,0.29,25.0,0.48,25.0,0.94
渡邊,Kroi,Juden,https://open.spotify.com/intl-ja/track/2fE89gnFiXfg9mexV6aN6L?si=c17781a3e81c4362,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,パーティーソング,2JhbSmNAyM9kYiqwa8Tpla,Supernova,['aespa'],,65.0,,161.5,4.0,1.0,0.63,0.33,0.49,0.81,0.75,0.95,0.28,80.0,0.37,80.0,0.89
渡邊,aespa,Whiplash,https://open.spotify.com/intl-ja/track/7Cnpb1vBbC46RgVyyKLH7p?si=5e68f6c609634af0,Happy/Excited,Happy/Excited,Happy/Excited,Relax/Chill,パーティーソング,6lAvyeD3Nq43AjyCxZQj54,Armageddon,['aespa'],,63.0,,92.29,9.0,1.0,0.51,0.31,0.43,0.78,0.75,0.96,0.28,44.0,0.65,44.0,0.9
渡邊,aespa,Supernova,https://open.spotify.com/intl-ja/track/2JhbSmNAyM9kYiqwa8Tpla?si=34a13957dae64fd3,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,パーティーソング,5XWlyfo0kZ8LF7VSyfS4Ew,Drama,['aespa'],pop,80.0,214973.0,132.51,8.0,0.0,0.57,0.35,0.47,0.5,0.73,0.95,0.21,64.0,0.45,64.0,0.93
渡邊,aespa,Armageddon,https://open.spotify.com/intl-ja/track/6lAvyeD3Nq43AjyCxZQj54?si=73516298d0554eb3,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,その他,3dbLT62Cvs46Ju7a8gpr36,Savage,['aespa'],pop,74.0,238143.0,147.66,9.0,1.0,0.54,0.33,0.48,0.8,0.75,0.96,0.24,70.0,0.41,70.0,0.97
渡邊,aespa,Drama,https://open.spotify.com/intl-ja/track/5XWlyfo0kZ8LF7VSyfS4Ew?si=50674f72a0aa4ad3,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,2zrhoHlFKxFTRF5aMyxMoQ,Next Level,['aespa'],pop,73.0,221573.0,92.29,9.0,1.0,0.54,0.33,0.44,0.78,0.76,0.95,0.24,45.0,0.65,45.0,0.93
渡邊,aespa,Savage,https://open.spotify.com/intl-ja/track/3dbLT62Cvs46Ju7a8gpr36?si=4929012536194992,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング,1ic3Thr0mG0IsBE98pPcQ2,Dirty Work,['aespa'],,70.0,,97.51,2.0,1.0,0.52,0.31,0.46,0.78,0.77,0.96,0.31,31.0,0.62,31.0,0.94
渡邊,aespa,Next Level,https://open.spotify.com/intl-ja/track/2zrhoHlFKxFTRF5aMyxMoQ?si=2b1d61e58eef40aa,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング,1t2qYCAjUAoGfeFeoBlK51,Black Mamba,['aespa'],k-pop,64.0,174933.0,120.19,11.0,1.0,0.56,0.35,0.43,0.8,0.74,0.95,0.21,53.0,0.5,53.0,0.84
渡邊,aespa,Dirty Work,https://open.spotify.com/intl-ja/track/1ic3Thr0mG0IsBE98pPcQ2?si=cca59575311b4493,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,メッセージソング,2WTHLEVjfefbGoW7F3dXIg,Girls,['aespa'],k-pop,67.0,240440.0,172.27,10.0,0.0,0.55,0.36,0.61,0.51,0.74,0.93,0.2,43.0,0.35,43.0,0.96
渡邊,aespa,Black Mamba,https://open.spotify.com/intl-ja/track/1t2qYCAjUAoGfeFeoBlK51?si=1dbc80f9e70442c8,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,パーティーソング,3wJHCry960drNlAUGrJLmz,ただ君に晴れ,['ヨルシカ'],pop,76.0,198971.0,139.67,5.0,1.0,0.5,0.36,0.48,0.8,0.75,0.94,0.19,67.0,0.43,67.0,0.94
渡邊,aespa,Girls,https://open.spotify.com/intl-ja/track/2WTHLEVjfefbGoW7F3dXIg?si=78066c16ce64435c,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング,5j7ixaLeGTGSv4DzKs0pCM,だから僕は音楽を辞めた,['ヨルシカ'],pop,73.0,242912.0,123.05,4.0,1.0,0.66,0.34,0.44,0.78,0.75,0.96,0.24,61.0,0.49,61.0,0.9
渡邊,ヨルシカ,ただ君に晴れ,https://open.spotify.com/intl-ja/track/3wJHCry960drNlAUGrJLmz?si=a91550e117764555,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,メッセージソング,1rr2DJOxV0sHXeUXCAz1yf,春泥棒,['ヨルシカ'],pop,71.0,290289.0,126.05,0.0,0.0,0.58,0.36,0.46,0.5,0.75,0.94,0.21,59.0,0.48,59.0,0.92
渡邊,ヨルシカ,だから僕は音楽を辞めた,https://open.spotify.com/intl-ja/track/5j7ixaLeGTGSv4DzKs0pCM?si=4e11c58fe3304397,Happy/Excited,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング,6z1TvLTR0oOsWSJfDrERmj,言って。,['ヨルシカ'],pop,70.0,242182.0,90.67,9.0,1.0,0.55,0.32,0.38,0.78,0.76,0.97,0.28,45.0,0.66,45.0,0.88
渡邊,ヨルシカ,春泥棒,https://open.spotify.com/intl-ja/track/1rr2DJOxV0sHXeUXCAz1yf?si=93a7775f61df4847,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他,3FUqp10RhCmMjyyB9extmo,花に亡霊,['ヨルシカ'],pop,68.0,241226.0,90.67,4.0,1.0,0.65,0.34,0.45,0.76,0.74,0.96,0.23,42.0,0.66,42.0,0.96
渡邊,ヨルシカ,言って。,https://open.spotify.com/intl-ja/track/6z1TvLTR0oOsWSJfDrERmj?si=178c04254c4f4f91,Happy/Excited,Happy/Excited,Tired/Sad,Relax/Chill,鬱ソング,153lRbNmhQZVi69kbhmjY8,ヒッチコック,['ヨルシカ'],pop,67.0,222813.0,84.72,3.0,0.0,0.5,0.36,0.4,0.48,0.74,0.96,0.18,42.0,0.71,42.0,0.87
渡邊,ヨルシカ,花に亡霊,https://open.spotify.com/intl-ja/track/3FUqp10RhCmMjyyB9extmo?si=74b8fd41d2da4ccb,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,鬱ソング,5XApCrSTIAPapBPT1Vo4SZ,藍二乗,['ヨルシカ'],j-pop,42.0,248452.0,105.47,6.0,0.0,0.53,0.37,0.36,0.49,0.75,0.94,0.2,52.0,0.57,52.0,0.91
渡邊,ヨルシカ,ヒッチコック,https://open.spotify.com/intl-ja/track/153lRbNmhQZVi69kbhmjY8?si=a682f22af0484569,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,鬱ソング,5eY7692tmgHB9dbmq6wa2M,晴る,['ヨルシカ'],pop,75.0,270705.0,103.36,9.0,1.0,0.5,0.3,0.38,0.79,0.79,0.95,0.31,51.0,0.58,51.0,0.92
渡邊,ヨルシカ,藍二乗,https://open.spotify.com/intl-ja/track/5XApCrSTIAPapBPT1Vo4SZ?si=ce26dc32f2904400,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,その他,5uodb4Kj8xSuxurunWcbPJ,NANIMONO (feat. 米津玄師),"['Kenshi Yonezu', 'Yasutaka Nakata']",j-dance,46.0,246133.0,129.2,3.0,0.0,0.67,0.33,0.53,0.5,0.76,0.96,0.29,52.0,0.46,52.0,0.96
渡邊,ヨルシカ,晴る,https://open.spotify.com/intl-ja/track/5eY7692tmgHB9dbmq6wa2M?si=020749632d984d30,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング,5sCLe2F8qkAIUtTORsnjpE,人として,['SUPER BEAVER'],,64.0,,161.5,9.0,1.0,0.76,0.35,0.44,0.8,0.74,0.97,0.2,80.0,0.37,80.0,0.94
渡邊,中田ヤスタカ,NANIMONO (feat. 米津玄師),https://open.spotify.com/intl-ja/track/5uodb4Kj8xSuxurunWcbPJ?si=194759a208da41a8,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,パーティーソング,61tkY9HqmsQ5Apirrp3cHL,名前を呼ぶよ,['SUPER BEAVER'],rock,59.0,278373.0,117.45,6.0,0.0,0.55,0.38,0.39,0.49,0.74,0.95,0.17,58.0,0.51,58.0,0.91
渡邊,SUPER BEAVER,人として,https://open.spotify.com/intl-ja/track/5sCLe2F8qkAIUtTORsnjpE?si=a68953afd59a404d,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,メッセージソング,4Jp91ygcS0CBz8MwtvoBrU,ひたむき,['SUPER BEAVER'],rock,52.0,246800.0,184.57,10.0,0.0,0.58,0.38,0.6,0.51,0.74,0.93,0.19,45.0,0.33,45.0,0.95
渡邊,SUPER BEAVER,名前を呼ぶよ,https://open.spotify.com/intl-ja/track/61tkY9HqmsQ5Apirrp3cHL?si=67c33d9535194153,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,鬱ソング,6r9PqkoTY0Eo3gABLgjA0Q,儚くない,['SUPER BEAVER'],j-rock,55.0,308386.0,78.3,7.0,1.0,0.55,0.37,0.4,0.78,0.73,0.94,0.19,38.0,0.77,38.0,0.95
渡邊,SUPER BEAVER,ひたむき,https://open.spotify.com/intl-ja/track/4Jp91ygcS0CBz8MwtvoBrU?si=882c3a3b82cb4220,Happy/Excited,Tired/Sad,Tired/Sad,Relax/Chill,メッセージソング,7aiTDFqOPn2U495quOxRUt,小さな革命,['SUPER BEAVER'],j-rock,55.0,264200.0,90.67,10.0,1.0,0.67,0.37,0.39,0.79,0.73,0.93,0.19,45.0,0.66,45.0,0.89
渡邊,SUPER BEAVER,儚くない,https://open.spotify.com/intl-ja/track/6r9PqkoTY0Eo3gABLgjA0Q?si=70bd05de4cc8484d,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,メッセージソング,2JNl3zf7dLaK3ceN12RTOW,突破口,['SUPER BEAVER'],rock,60.0,253413.0,103.36,7.0,0.0,0.55,0.38,0.41,0.49,0.73,0.95,0.15,52.0,0.58,52.0,0.89
渡邊,SUPER BEAVER,小さな革命,https://open.spotify.com/intl-ja/track/7aiTDFqOPn2U495quOxRUt?si=a2bd00c09b114571,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,メッセージソング,79z4gwvetIY6Du3qx9fyPF,グラデーション,['SUPER BEAVER'],j-rock,52.0,237360.0,117.45,6.0,1.0,0.59,0.38,0.4,0.8,0.72,0.93,0.15,57.0,0.51,57.0,0.89
渡邊,SUPER BEAVER,突破口,https://open.spotify.com/intl-ja/track/2JNl3zf7dLaK3ceN12RTOW?si=965590af27ca41ba,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング,2CzPCgj02ZAf6iugJoc9G0,予感,['SUPER BEAVER'],,54.0,,147.66,2.0,1.0,0.67,0.4,0.42,0.8,0.73,0.94,0.1,72.0,0.41,72.0,0.93
渡邊,SUPER BEAVER,グラデーション,https://open.spotify.com/intl-ja/track/79z4gwvetIY6Du3qx9fyPF?si=aafea1eb746d4e8b,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,メッセージソング,2iD1TNtrChmLYP7bvnOV82,秘密,['SUPER BEAVER'],,53.0,,84.72,3.0,0.0,0.61,0.38,0.35,0.48,0.75,0.94,0.16,42.0,0.71,42.0,0.88
渡邊,SUPER BEAVER,予感,https://open.spotify.com/intl-ja/track/2CzPCgj02ZAf6iugJoc9G0?si=9ec614a433de4a28,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング,5XWFvZ6OBAqi4wFtEMvVPe,カントリーロード - 2025 mix,['ハルカミライ'],,41.0,,82.03,7.0,1.0,0.56,0.38,0.45,0.78,0.73,0.95,0.17,32.0,0.73,32.0,0.88
渡邊,SUPER BEAVER,秘密,https://open.spotify.com/intl-ja/track/2iD1TNtrChmLYP7bvnOV82?si=bd88be9680c74f3d,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,応援ソング,7KRZbpomYeXCwDOvhdHmBb,ファイト!! - 2025 mix,['ハルカミライ'],,42.0,,90.67,4.0,1.0,0.59,0.37,0.48,0.78,0.74,0.96,0.17,20.0,0.66,20.0,0.92
渡邊,ハルカミライ,カントリーロード,https://open.spotify.com/intl-ja/track/5XWFvZ6OBAqi4wFtEMvVPe?si=b3a1b40f55b14607,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,その他,70deSMfvYqELhxcTnOlvuW,オドループ,['frederic'],,55.0,,114.84,2.0,1.0,0.64,0.36,0.39,0.79,0.74,0.95,0.19,55.0,0.52,55.0,0.91
渡邊,ハルカミライ,ファイト!!,https://open.spotify.com/intl-ja/track/7KRZbpomYeXCwDOvhdHmBb?si=4aecfcb6fc8d4cb8,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,応援ソング,3HZ0BwTVMck7plmA4HbeFr,オンリーワンダー,['frederic'],,47.0,,166.71,8.0,1.0,0.55,0.37,0.44,0.81,0.74,0.94,0.2,80.0,0.36,80.0,0.94
渡邊,フレデリック,オドループ,https://open.spotify.com/intl-ja/track/70deSMfvYqELhxcTnOlvuW?si=0f952494cf624409,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,5mjkeVu24NbkHeX8zt7muo,革命,['MOROHA'],,47.0,,114.84,7.0,0.0,0.49,0.34,0.43,0.5,0.75,0.93,0.23,54.0,0.52,54.0,0.89
渡邊,フレデリック,オンリーワンダー,https://open.spotify.com/intl-ja/track/3HZ0BwTVMck7plmA4HbeFr?si=3f550919cf9548ba,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,応援ソング,51oc6MEsXTpnPn6GOw5VuP,きらり,['Fujii Kaze'],pop,74.0,231882.0,117.45,6.0,1.0,0.61,0.35,0.48,0.8,0.76,0.94,0.26,56.0,0.51,56.0,0.96
渡邊,MOROHA,革命,https://open.spotify.com/intl-ja/track/5mjkeVu24NbkHeX8zt7muo?si=7f280284f17643fb,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,0HYAsQwJIO6FLqpyTeD3l6,死ぬのがいいわ,['Fujii Kaze'],,68.0,,161.5,4.0,1.0,0.56,0.31,0.49,0.8,0.77,0.96,0.33,78.0,0.37,78.0,0.95
渡邊,藤井 風,きらり,https://open.spotify.com/intl-ja/track/51oc6MEsXTpnPn6GOw5VuP?si=1b999bad54be4fe6,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他,7qyOH3EMf0seof9SaowaAc,BLACK MEMORY,['THE ORAL CIGARETTES'],,49.0,,123.05,3.0,0.0,0.57,0.38,0.41,0.5,0.74,0.94,0.18,58.0,0.49,58.0,0.89
渡邊,藤井 風,死ぬのがいいわ,https://open.spotify.com/intl-ja/track/0HYAsQwJIO6FLqpyTeD3l6?si=a4c07b2e1ffe468b,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,メッセージソング,2EtZFeLn9msgg4qJzT9Vql,Can't Stand Me Now,['The Libertines'],garage,62.0,203733.0,166.71,4.0,1.0,0.56,0.36,0.49,0.81,0.74,0.95,0.17,80.0,0.36,80.0,0.95
渡邊,THE ORAL CIGARETTES,BLACK MEMORY,https://open.spotify.com/intl-ja/track/7qyOH3EMf0seof9SaowaAc?si=e9a62e3bc7484d43,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング,4ujUbvyGtlXFuGzCPwp8At,What Katie Did,['The Libertines'],garage,52.0,229840.0,84.72,9.0,0.0,0.67,0.3,0.45,0.4,0.78,0.97,0.31,42.0,0.71,42.0,0.9
Yifan,The Libertines,Ca,https://open.spotify.com/intl-ja/track/2EtZFeLn9msgg4qJzT9Vql?si=d9d8c28ad8b04432,Happy/Excited,Relax/Chill,Happy/Excited,Happy/Excited,恋愛ソング,4KDNDKlwdztIlqkAwgzoMB,Don't Be Shy,['The Libertines'],r&b,36.0,183640.0,136.0,1.0,0.0,0.53,0.38,0.46,0.5,0.74,0.93,0.16,66.0,0.44,66.0,0.93
Yifan,The Libertines,Katie,https://open.spotify.com/intl-ja/track/4ujUbvyGtlXFuGzCPwp8At?si=8f0a6914bd4b4be5,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,7qBoTFYBkS2bpw2PdAQA1z,Time for Heroes - 2022 Remaster,['The Libertines'],garage,17.0,,161.5,9.0,1.0,0.58,0.36,0.47,0.8,0.74,0.97,0.16,74.0,0.37,74.0,0.91
Yifan,The Libertines,Shy,https://open.spotify.com/intl-ja/track/4KDNDKlwdztIlqkAwgzoMB?si=b55a68e4c3cd4e61,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,恋愛ソング,4R2NUmAPA2Pt1KBS23ZXKC,Up the Bracket - 2022 Remaster,['The Libertines'],garage,16.0,,90.67,8.0,1.0,0.56,0.39,0.38,0.79,0.74,0.94,0.15,43.0,0.66,43.0,0.87
Yifan,The Libertines,Hero,https://open.spotify.com/intl-ja/track/7qBoTFYBkS2bpw2PdAQA1z?si=174524f0b95c4ba6,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング,7ErnN44J8buJL7f6EVsuFn,Never Never - December 2001 Demo,['The Libertines'],garage,37.0,147853.0,112.35,10.0,1.0,0.66,0.33,0.45,0.79,0.76,0.95,0.23,55.0,0.53,55.0,0.95
Yifan,The Libertines,braket,https://open.spotify.com/intl-ja/track/4R2NUmAPA2Pt1KBS23ZXKC?si=5f17add2456e43ca,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,メッセージソング,4L6IT0n8Qgcq5gF5hw0Asu,You're My Waterloo,['The Libertines'],,13.0,,172.27,4.0,1.0,0.64,0.29,0.5,0.69,0.79,0.97,0.35,83.0,0.35,83.0,0.94
Yifan,The Libertines,never,https://open.spotify.com/intl-ja/track/7ErnN44J8buJL7f6EVsuFn?si=1cd1a625bded45ff,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,4jaSnVHqGEbZrLrgAzsfxm,Iceman,['The Libertines'],,2.0,,129.2,4.0,1.0,0.68,0.31,0.42,0.73,0.77,0.96,0.31,64.0,0.46,64.0,0.89
Yifan,The Libertines,waterloo,https://open.spotify.com/intl-ja/track/4L6IT0n8Qgcq5gF5hw0Asu?si=8ed7bb554f4c4362,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,52XTRaKbhUpioV6JfT2zPM,Dead For Love,['The Libertines'],,2.0,,161.5,6.0,1.0,0.68,0.34,0.5,0.78,0.76,0.96,0.21,73.0,0.37,73.0,0.91
Yifan,The Libertines,Iceman,https://open.spotify.com/intl-ja/track/4jaSnVHqGEbZrLrgAzsfxm?si=36dd18b9bad14b07,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,3cU9b4vb5yzyM12RXJ1k3s,Music When The Lights Go Out,['The Libertines'],garage,55.0,182386.0,109.96,2.0,1.0,0.55,0.34,0.43,0.77,0.76,0.95,0.24,55.0,0.55,55.0,0.92
Yifan,The Libertines,Dead,https://open.spotify.com/intl-ja/track/52XTRaKbhUpioV6JfT2zPM?si=8c4dc9cbf35a4d5b,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,681IStb6W1wvpr5XVqe9mP,Lust Of The Libertines,['The Libertines'],,2.0,,129.2,9.0,0.0,0.61,0.34,0.47,0.5,0.76,0.96,0.26,61.0,0.46,61.0,0.88
